country_code,country_name,year,gdp_usd_bn,gdp_per_capita,gdp_growth_rate,internet_penetration,unemployment_rate,population_mn,rd_expenditure_pct_gdp,ease_of_doing_business_rank,startup_count,total_funding_usd_mn,num_deals,avg_deal_size_usd_mn,num_unicorns,cumulative_unicorns,top_sector,funding_per_startup,pandemic_period,is_partial,startup_density,funding_intensity,unicorn_rate,startup_growth_yoy,funding_growth_yoy,is_pandemic,is_post_pandemic,innovation_score,digital_readiness,investment_efficiency,economic_stability,startup_momentum,funding_momentum,gdp_per_startup,unicorn_pipeline,strong_recovery,high_innovation,funding_per_deal,year_idx,sector_AI/ML,sector_AgriTech,sector_BioTech,sector_CleanTech,sector_CyberSecurity,sector_EV/CleanTech,sector_EdTech,sector_FinTech,sector_HealthTech,sector_Mobility,sector_SaaS,sector_Web3,sector_eCommerce,period_enc,period_during,period_post,period_pre,gdp_usd_bn_scaled,gdp_per_capita_scaled,gdp_growth_rate_scaled,internet_penetration_scaled,unemployment_rate_scaled,population_mn_scaled,rd_expenditure_pct_gdp_scaled,startup_count_scaled,total_funding_usd_mn_scaled,num_deals_scaled,num_unicorns_scaled,startup_density_scaled,funding_intensity_scaled,startup_growth_yoy_scaled,funding_growth_yoy_scaled,innovation_score_scaled,digital_readiness_scaled,investment_efficiency_scaled,economic_stability_scaled,startup_momentum_scaled,funding_momentum_scaled,funding_per_deal_scaled
BR,Brazil,2015,1.8,8814,-3.54,67.5,8.5,205.5,1.24,116,2100,1200.0,480,2.5,1,3,eCommerce,0.5714,pre,0,10.22,666.6667,0.4762,5.26,6.67,0,0,0.32,0.3776,0.833333,0.4004,5.26,6.67,856734.89,1.4279,0,0,2.4948,0,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,-0.3627908568935974,-1.346164370630215,-1.8781802133499736,-0.9530921089640303,1.2888446128949407,-0.12984051929630647,-0.8638611830326528,-0.42045629515246047,-0.44922565968562483,-0.5430328182200441,-0.5455994694041398,-0.7680691408688568,-0.7810862449860256,-0.28943017600787185,-0.12507327465758702,-1.5749211217986643,-1.200464675450319,0.14697733932375864,-2.0757499548760427,-0.7296857325146799,-0.3616321663602656,-1.23431913255578
BR,Brazil,2016,1.8,8649,-3.28,69.3,11.3,207.7,1.26,123,2000,800.0,430,1.86,0,3,eCommerce,0.4,pre,0,9.63,444.4444,0.0,-4.76,-33.33,0,0,0.3161,0.3901,0.0,0.3118,0.25,-13.33,899550.22,1.4993,0,0,1.8561,1,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,-0.3627908568935974,-1.3534459760601492,-1.7960827168573497,-0.8414597692883893,2.463572775689809,-0.12496318618671273,-0.8487287320861506,-0.42591157101725324,-0.4589126839516281,-0.5625121856231928,-0.6135164158029954,-0.7715928631999244,-0.8181267656556439,-1.2687272529305689,-1.1433002543413038,-1.5950449419120736,-1.134997925024387,-1.8636788779682452,-2.716505781368319,-1.6081326869868888,-1.3007859047225616,-1.412458379163386
BR,Brazil,2017,2.06,9895,1.32,70.7,12.7,209.5,1.27,125,2200,1400.0,470,2.98,1,4,FinTech,0.6364,pre,0,10.5,679.6117,0.4545,10.0,75.0,0,0,0.3194,0.4026,0.714285,0.4035,3.5,16.1133,935938.21,1.8174,0,0,2.9724,2,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,False,True,-0.3201163380199641,-1.2984588223286468,-0.3435885481416945,-0.7546346162073347,3.050936857087242,-0.1209726409152269,-0.8411625066128996,-0.41500101928766775,-0.4443821475526232,-0.5469286917006738,-0.5455994694041398,-0.7663968658642825,-0.7789285428109143,0.17383011786573932,1.6143129633871218,-1.578017094123804,-1.069531174598455,-0.14026029719871022,-2.0533307329558834,-1.0382818682174917,0.08180335851356794,-1.1011121430774764
BR,Brazil,2018,1.92,9141,1.78,74.2,12.3,211.0,1.26,109,2500,2600.0,520,5.0,2,6,FinTech,1.04,pre,0,11.85,1354.1667,0.8,13.64,85.71,0,0,0.3658,0.4234,0.76923,0.4313,6.2933,42.46,767692.92,2.399,0,0,4.9904,3,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,False,True,-0.34309492510576667,-1.3317335525963456,-0.198339131270129,-0.5375717335046991,2.8831185481165473,-0.11764718652232208,-0.8487287320861506,-0.3986351916932894,-0.41532107475461333,-0.5274493242975251,-0.4776825230052843,-0.7583341113779416,-0.6664921742723183,0.5295827486041244,1.8869432371974368,-1.3385952343129854,-0.9605945018897044,-0.007689637139515167,-1.8522809363815573,-0.5485082398887051,1.3189834484390635,-0.5382735652566704
BR,Brazil,2019,1.87,8826,1.22,74.2,11.9,212.6,1.26,106,2800,3000.0,570,5.26,3,9,FinTech,1.0714,pre,0,13.17,1604.2781,1.0714,12.0,15.38,0,0,0.3716,0.4228,1.0,0.4281,11.88,58.6967,667618.71,3.2131,0,0,5.2539,4,False,False,False,False,False,False,False,True,False,False,False,False,False,0,False,False,True,-0.35130156335069607,-1.3456347993262199,-0.3751645083311653,-0.5375717335046991,2.7153002391458516,-0.11410003516989026,-0.8487287320861506,-0.38226936409891116,-0.40563405048861007,-0.5079699568943764,-0.4097655766064287,-0.7504505292135195,-0.6248030346971847,0.3692985962934234,0.09664565016854228,-1.3086675018366334,-0.963736905910149,0.5491095478975297,-1.8754233590088183,0.431056550640215,2.081421323622418,-0.4647810155759061
BR,Brazil,2020,1.4625000000000004,6797,-3.88,74.2,13.5,213.2,1.21,124,2700,3200.0,540,5.93,4,13,EdTech,1.1852,during,0,12.66,2206.8966,1.4815,-3.57,6.67,1,0,0.3332,0.4156,1.25,0.2177,7.3567,35.92,541466.12,4.813,0,0,5.915,5,False,False,False,False,False,False,True,False,False,False,False,False,False,1,True,False,False,-0.41818566504687127,-1.4351764806434093,-1.9855384779941743,-0.5375717335046991,3.3865734750286327,-0.11276985341272834,-0.886559859452406,-0.38772463996370393,-0.40079053835560846,-0.5196575773362656,-0.3418486302075731,-0.7534964586861371,-0.5243572063300745,-1.152423508266097,-0.12507327465758702,-1.5068097306455865,-1.0014457541554858,1.1523066543639735,-3.3970376467512002,-0.36205305198735843,1.0118801759945926,-0.28039420497266776
BR,Brazil,2021,1.61,7518,4.62,81.3,13.2,214.3,1.21,124,3800,5450.0,800,12.25,10,23,FinTech,2.5789,during,0,17.73,3881.7235999999994,2.0423375,32.567499999999995,184.43375,1,0,0.3659,0.4639,1.834862,0.4868,13.6658,68.8279,423572.74,6.051,0,0,6.804,6,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,-0.39397608222432934,-1.4033580714616973,0.6984181381108407,-0.0972441714507815,3.260709743300611,-0.11033118685793142,-0.886559859452406,-0.32771660545098363,-0.34630102685934,-0.4183648668398924,0.0656530481855604,-0.7232163362818793,-0.24519321553556378,2.3794475613241186,4.400022881836195,-1.338079238925462,-0.748482230509685,2.563454918692682,-1.450904543940007,0.7441764251504885,2.557159041327223,-0.03244400889600934
BR,Brazil,2022,1.92,8917,2.91,84.7,9.3,215.3,1.21,124,4000,4400.0,820,5.37,3,26,FinTech,1.1,post,0,18.58,2291.6667,0.75,5.26,-55.1,0,1,0.3815,0.4893,0.681818,0.5692,11.4192,45.3346,479880.03,6.4984,0,0,5.3593,7,False,False,False,False,False,False,False,True,False,False,False,False,False,2,False,True,False,-0.34309492510576667,-1.3416188836042562,0.1584692188708907,0.11361691460320773,1.624481230836332,-0.10811421726266153,-0.886559859452406,-0.3168060537213981,-0.3717294655575986,-0.4105731198786329,-0.4097655766064287,-0.71813978716085,-0.5102275323899901,-0.28943017600787185,-1.6974702880341663,-1.257583958471825,-0.6154537936441912,-0.21859629902129413,-0.8549871612880472,0.35026047147438777,1.4539680152538763,-0.4353839957036003
BR,Brazil,2023,2.13,9762,2.9,87.2,8.0,216.4,1.21,124,3900,3200.0,770,4.16,1,27,eCommerce,0.8205,post,0,18.02,1502.3474,0.2564,-2.5,-27.27,0,1,0.393,0.5076,0.3125,0.6137,11.7758,34.0212,546013.84,6.9213,0,0,4.1505,8,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,True,False,-0.30862704447706285,-1.3043282376145937,0.15531162285194355,0.268661830819376,1.0790717266815715,-0.10567555070786466,-0.886559859452406,-0.32226132958619086,-0.40079053835560846,-0.4300524872817816,-0.5455994694041398,-0.7214843371699988,-0.6417930766516541,-1.047847872307286,-0.9890388669192206,-1.1982444889066435,-0.5196104710206266,-1.1096824948851904,-0.5331628466277051,0.4127862566969007,0.9227169200744761,-0.7725293241821882
BR,Brazil,2024,2.2,10103,2.2,88.5,7.8,217.6,1.22,124,3800,2900.0,740,3.92,1,28,FinTech,0.7632,post,1,17.46,1318.1818,0.2632,-2.56,-9.38,0,1,0.3997,0.5175,0.344827,0.5993,0.0667,-30.5833,578795.05,7.3665,0,0,3.9136,9,False,False,False,False,False,False,False,True,False,False,False,False,False,2,False,True,False,-0.2971377509341615,-1.28927958639273,-0.06572009847435173,0.34928518725178337,0.9951625721962236,-0.10301518719354082,-0.878993633979155,-0.32771660545098363,-0.40805580655511087,-0.44174010772367084,-0.5455994694041398,-0.7248288871791475,-0.6724902196181011,-1.0537119266601165,-0.5336368502556783,-1.1636727979425814,-0.46776080468328896,-1.0316842834422275,-0.6373037484503774,-1.6402722731654826,-2.110960964426872,-0.8386028916181391
CA,Canada,2015,1.55,43596,0.99,87.1,6.9,35.8,1.69,14,3200,2400.0,780,3.08,3,8,AI/ML,0.75,pre,0,89.39,1548.3871,0.9375,6.25,12.5,0,0,0.6402,0.6067,1.249999,0.5935,6.25,12.5,484223.68,2.4992,0,0,3.073,0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,-0.4038240481182448,0.18879805399989097,-0.44778921676694805,0.2624600341707288,0.6175713770121593,-0.5060602596136065,-0.5233810367363545,-0.36044826063974017,-0.420164586887615,-0.42615661380115183,-0.4097655766064287,-0.2952333833254475,-0.6341190742699262,-0.19267327918616825,0.023333307631314665,0.07729610905099327,-0.0005900736438383968,1.1523042415755478,-0.6792493894622873,-0.5561004061818482,-0.08786885162765623,-1.0730538869185204
CA,Canada,2016,1.53,42348,1.02,88.5,7.0,36.3,1.68,22,3400,2700.0,820,3.29,2,10,AI/ML,0.7941,pre,0,93.66,1764.7059,0.5882,6.25,12.5,0,0,0.6305,0.6127,0.74074,0.591,6.25,12.5,449867.69,2.9403,0,0,3.2887,1,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,-0.4071067034162165,0.1337226383843895,-0.43831642871010684,0.34928518725178337,0.659525954254833,-0.5049517748159715,-0.5309472622096055,-0.3495377089101546,-0.4128993186881125,-0.4105731198786329,-0.4776825230052843,-0.2697311895056881,-0.5980625624678836,-0.19267327918616825,0.023333307631314665,0.027244556461231403,0.03083396656060896,-0.07642997939243112,-0.697329407139835,-0.5561004061818482,-0.08786885162765623,-1.0128931925498645
CA,Canada,2017,1.65,45077,3.17,88.5,6.4,36.5,1.54,18,3800,3500.0,870,4.02,3,13,AI/ML,0.9211,pre,0,104.11,2121.2121,0.7895,11.76,29.63,0,0,0.6282,0.6111,0.857143,0.6771,8.0867,18.21,434096.29,3.4202,0,0,4.0184,2,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,-0.38741077162838583,0.2541559791012994,0.24056671536351462,0.34928518725178337,0.40779849079879,-0.5045083808969176,-0.6368744188351205,-0.32771660545098363,-0.393525270156106,-0.39109375247548417,-0.4097655766064287,-0.2073194973706795,-0.5386392945512652,0.34584237888210123,0.45938901168086627,0.015376662548195297,0.02245422250608943,0.20442583174362275,-0.07465359832510497,-0.23405579115607844,0.18025954067477937,-0.8093732172100022
CA,Canada,2018,1.72,46407,2.43,89.8,5.8,37.1,1.56,22,4200,4900.0,930,5.27,4,17,AI/ML,1.1667,pre,0,113.21,2848.8372,0.9524,10.53,40.0,0,0,0.6278,0.6236,0.816326,0.6753,9.5133,27.3767,409426.33,4.0467,0,0,5.2632,3,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,-0.3759214780854846,0.3128501319607681,0.0069046099614310215,0.4299085436841907,0.15607102734274667,-0.5031781991397557,-0.6217419678886184,-0.3058955019918126,-0.3596206852250945,-0.36771851159170577,-0.3418486302075731,-0.1529705597220118,-0.41735708049676595,0.22562926464907554,0.7233643561638698,0.013312680998102261,0.08792097293202171,0.10594304656505943,-0.08767121105293921,0.016082417476666475,0.6107065693470624,-0.46218716088129075
CA,Canada,2019,1.74,46327,1.89,91.4,5.7,37.6,1.56,23,4700,6200.0,990,6.26,5,22,AI/ML,1.3191,pre,0,125.0,3563.2184,1.0638,11.9,26.53,0,0,0.6333,0.634,0.806451,0.6623,11.3967,32.0533,370134.01,4.6799,0,0,6.2563,4,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,-0.3726388227875127,0.3093196566008,-0.1636055750617112,0.529137290062539,0.11411645010007297,-0.5020697143421208,-0.6217419678886184,-0.2786191226678488,-0.32813785636058385,-0.3443432707079273,-0.2739316838087175,-0.08255583720796862,-0.29828238995226686,0.3595251723720392,0.3804764207553783,0.04169242731188438,0.1423893092863969,0.08211676085963499,-0.18168730297618535,0.3463153504213687,0.830308887988318,-0.1852025267713589
CA,Canada,2020,1.64,43242,-5.27,92.7,9.6,38.0,1.71,23,4400,5100.0,940,5.43,6,28,HealthTech,1.1591,during,0,115.79,3109.7561,1.3636,-6.38,-17.74,1,0,0.65,0.6439,1.17647,0.3098,5.35,16.2633,372642.58,6.3622,0,0,5.4198,5,False,False,False,False,False,False,False,False,True,False,False,False,False,1,True,False,False,-0.3890520992773718,0.17317570053203238,-2.424444324627818,0.6097606464949462,1.7503449625643528,-0.5011829265040127,-0.5082485857898523,-0.29498495026222704,-0.3547771730920929,-0.363822638111076,-0.20601473740986193,-0.13756174003700483,-0.37386652213001287,-1.427056720456993,-0.7464462890095751,0.12786365702827837,0.1942389756237351,0.9748943214100628,-2.730969795510357,-0.7139052483026044,0.08884701155128527,-0.41850999473325395
CA,Canada,2021,1.99,52050,4.48,93.3,7.5,38.2,1.71,23,5700,9725.0,1200,11.67,15,43,FinTech,2.4561,during,0,149.21,5334.250587499999,1.5179000000000005,28.59375,96.9325,1,0,0.6528,0.6671,1.542416,0.679,11.3712,35.2408,349061.57,7.5425,0,0,8.0974,6,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,-0.3316056315628653,0.5618810376645139,0.6542117938455818,0.6469714263868263,0.8692988404682022,-0.5007395325849588,-0.5082485857898523,-0.22406636401992122,-0.24277095501643,-0.26252992761470273,0.40523778017983836,0.062036226580410095,-0.003082698707719179,1.9910761282481142,2.1726195441849496,0.14231152787893137,0.31574526441426476,1.85784459470194,-0.060912784890168915,0.3418442132279474,0.979986515039809,0.3282970300303686
CA,Canada,2022,2.14,55522,3.36,93.4,5.3,38.2,1.71,23,6000,8900.0,1250,7.12,5,48,AI/ML,1.4833,post,0,157.07,4158.8785,0.8333,5.26,-36.43,0,1,0.6532,0.6753,0.561798,0.7208,9.1579,14.2542,356607.23,7.9987,0,0,7.1143,7,True,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,-0.3069857168280769,0.715103668287127,0.30056103972350906,0.6531732230354735,-0.05370185887062257,-0.5007395325849588,-0.5082485857898523,-0.20770053642554295,-0.26275044256506175,-0.24305056021155405,-0.2739316838087175,0.10897937492310543,-0.19899640359483575,-0.28943017600787185,-1.2222128452667915,0.14437550942902438,0.358691452693676,-0.5081791658937045,0.24138511067842186,-0.04623296128968534,-0.005495677235899196,0.05410148698991534
CA,Canada,2023,2.14,54969,1.2,93.9,5.4,40.1,1.71,23,5800,6200.0,1150,5.39,4,52,AI/ML,1.069,post,0,144.64,2897.1963,0.6897,-3.33,-30.34,0,1,0.6555,0.6774,0.645161,0.6516,10.1746,10.0542,368901.91,8.964,0,0,5.3866,8,True,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,-0.3069857168280769,0.6906992573613479,-0.3814797003690595,0.6841822062787072,-0.011747281627948502,-0.496527290353946,-0.5082485857898523,-0.21861108815512845,-0.32813785636058385,-0.28200929501785144,-0.3418486302075731,0.034742309541463644,-0.4092964752239641,-1.1289672908547748,-1.0671877876099458,0.1562434033420605,0.3696898667652325,-0.30704188434825597,-0.25906977863608815,0.1320339086927288,-0.20271796229198144,-0.42776977708392355
CA,Canada,2024,2.24,55680,1.3,94.5,6.1,40.8,1.72,23,5700,5400.0,1100,4.91,3,55,AI/ML,0.9474,post,1,139.71,2410.7143,0.5263,-1.72,-12.9,0,1,0.659,0.6834,0.555555,0.6305,0.07,-26.5567,392913.52,9.6474,0,0,4.9046,9,True,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,-0.29057244033821794,0.7220763571230638,-0.34990374017958864,0.7213929861705872,0.28193475907076815,-0.49497541163725706,-0.5006823603166013,-0.22406636401992122,-0.34751190489259043,-0.30148866242100014,-0.4097655766064287,0.0052983246394932276,-0.4903844064369761,-0.9716151657204892,-0.6232408244678455,0.17430324190537685,0.4011139069696799,-0.5232422040363844,-0.4116651278345876,-1.63969365541104,-1.9218811422823907,-0.5622039666327977
CN,China,2015,11.06,8028,6.9,50.3,4.1,1376.0,2.06,84,12000,49000.0,5100,9.61,26,65,eCommerce,4.0833,pre,0,8.72,4430.3797,2.1667,10.0,-12.35,0,0,0.3617,0.3069,0.530612,0.87,10.0,-12.35,921589.87,5.4162,0,0,9.606,0,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,False,True,1.1570785460673418,-1.380851291041901,1.4183500304307741,-2.0198011325312684,-0.5571567857827089,2.465122391967098,-0.24343069422606464,0.1196160154620225,0.7083737401017667,1.256860729830896,1.1523241905672499,-0.7770277569647911,-0.15374196328697182,0.17383011786573932,-0.6092402034971942,-1.3597510452014414,-1.5707446158593898,-0.5834243857427546,1.3204005656744457,0.10141976932130216,-1.2547673715428094,0.7490593087719284
